store,item,demand_mean,demand_std,demand_min,demand_max,n_days,dispersion_index,suggested_distribution,assigned_vehicle_type,lead_time_mean_days,lead_time_std_days,holding_cost_rate_annual,order_cost_fixed,target_service_level,unit_cost_placeholder
2,7,75.05859802847755,20.456364920469728,28,139,1826,5.575148973614693,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,8,99.09036144578313,26.278863743512723,35,181,1826,6.969181155202008,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
2,9,65.47809419496167,18.191487152079485,21,127,1826,5.054059817607474,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,10,94.09748083242059,24.927276674708015,33,175,1826,6.603461824063563,Normal_approx,24 FT SXL Container,4.247763558201059,4.668448832876775,0.2,50.0,0.95,10.0
2,11,89.30996714129245,24.163105109792117,37,167,1826,6.5374074947668,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
2,12,89.35049288061336,24.078885021248897,26,170,1826,6.488970403791963,Normal_approx,32 FT Multi-Axle MXL 18MT,6.487615878527337,3.6930577510741505,0.2,50.0,0.95,10.0
2,13,107.90306681270536,28.47970527423545,38,210,1826,7.516872656781706,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
2,14,75.35980284775465,20.077174520540325,25,152,1826,5.348911773861465,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
2,15,112.578860898138,29.676051356715117,44,231,1826,7.8226766295248495,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
2,16,32.95016429353779,9.843778786366071,8,68,1826,2.94080417723182,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
2,17,42.568455640744794,12.276136624995903,11,83,1826,3.5402630461256037,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
2,18,108.1171960569551,28.581274836103475,39,208,1826,7.555590609532199,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,19,51.81982475355969,14.432644169475548,17,99,1826,4.019720612976167,Normal_approx,19 FT OPEN BODY 8 MT,2.251028757122507,1.5640035530881744,0.2,50.0,0.95,10.0
2,20,60.97809419496166,16.97613350895492,19,118,1826,4.726108821841038,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,21,51.75629791894852,14.69314540724072,16,109,1826,4.171251241663482,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,22,103.00985761226725,27.062057779618048,34,214,1826,7.109562019044777,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,23,37.56900328587076,11.089123526909509,11,81,1826,3.273141415527119,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
2,24,84.78258488499452,22.555607828050007,32,156,1826,6.000706927995943,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,25,103.42606790799562,27.691475560575665,38,193,1826,7.414163897288398,Normal_approx,19 FT Open 7MT - MCV,17.961898148148148,10.080516945624474,0.2,50.0,0.95,10.0
2,26,61.10350492880613,17.032884191267385,20,119,1826,4.74799513074012,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,27,28.338992332968235,8.836200874140442,6,59,1826,2.7551595685118118,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,28,112.63800657174151,29.52652601087096,43,206,1826,7.739978403429588,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
2,29,88.973713033954,23.452998619221862,33,173,1826,6.182085983343374,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
2,30,51.825301204819276,14.838773184979061,16,115,1826,4.248681329704999,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
2,31,75.27656078860898,20.380803979487027,27,158,1826,5.518014724619699,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
2,32,56.7552026286966,15.876191799940827,18,119,1826,4.441063627549537,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,33,89.31161007667032,24.056323109956267,32,169,1826,6.479635526375801,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
2,34,33.09145673603505,9.781439699200009,8,79,1826,2.891276843817476,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,35,84.66265060240964,22.91380146132052,28,168,1826,6.201581142013889,Normal_approx,19 FT OPEN BODY 8 MT,2.251028757122507,1.5640035530881744,0.2,50.0,0.95,10.0
2,36,98.77053669222344,25.99461329735309,40,188,1826,6.841310608491692,Normal_approx,20 FT SXL Container,4.933651344797178,2.524617933440752,0.2,50.0,0.95,10.0
2,37,37.359255202628695,10.991711163157817,8,74,1826,3.233943333157967,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
2,38,103.24917853231106,27.084663038841015,36,188,1826,7.104937611663346,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,39,56.164293537787515,15.769516491552615,18,112,1826,4.4276823353976456,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,40,37.57064622124863,11.073091823924942,9,74,1826,3.263541484461548,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
2,41,28.069550930996716,8.513781479806589,5,59,1826,2.582316876535931,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,42,47.36801752464403,13.564916315369606,14,96,1826,3.88462435750552,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
2,43,65.78532311062432,17.806260968444878,21,126,1826,4.819660597291463,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,44,37.785870755750274,11.121034628755176,12,78,1826,3.273112640791809,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,45,103.38116100766703,27.366740257019277,32,205,1826,7.244438590118137,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,46,75.21960569550932,20.568588075171416,28,150,1826,5.624422136944827,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
2,47,28.187842278203725,8.623592046243944,5,61,1826,2.638241659154793,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
2,48,66.02847754654984,18.064276700011135,18,128,1826,4.942081126503517,Normal_approx,20 FT SXL Container,4.933651344797178,2.524617933440752,0.2,50.0,0.95,10.0
2,49,37.71193866374589,11.18498209714685,10,77,1826,3.317353308960572,Normal_approx,24 FT SXL Container,4.247763558201059,4.668448832876775,0.2,50.0,0.95,10.0
2,50,84.62212486308871,22.877772500961928,29,164,1826,6.185054741328862,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
3,1,25.07009857612267,7.897390843010358,4,52,1826,2.4877757037088517,Normal_approx,40 FT Flat Bed Double-Axle 21MT - Trailer,6.950227529358627,8.552540879806243,0.2,50.0,0.95,10.0
3,2,66.80449069003286,18.47746058541778,19,131,1826,5.110682622666959,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
3,3,41.7710843373494,11.909759167435247,14,79,1826,3.3957069986684614,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,4,25.116100766703177,7.981533022570806,3,54,1826,2.5364155838569835,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
3,5,20.857612267250822,6.841332049638906,3,43,1826,2.243968466462702,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
3,6,67.00711938663746,18.511320600714885,24,136,1826,5.113919140520257,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
3,7,66.64786418400877,18.324899994798123,22,123,1826,5.038450427942195,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,8,87.51752464403067,23.59180191032694,31,178,1826,6.359561923625181,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,9,58.486856516977,15.819567986003419,16,108,1826,4.27888838907151,Normal_approx,22 FT Taurus Open 16MT - HCV,10.680205761316872,9.574067570473186,0.2,50.0,0.95,10.0
3,10,83.38773274917854,22.43318829554403,29,158,1826,6.035035616294428,Normal_approx,40 FT Flat Bed Double-Axle 21MT - Trailer,6.950227529358627,8.552540879806243,0.2,50.0,0.95,10.0
3,11,79.29134720700986,21.377327681138716,30,169,1826,5.7634301204858165,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,12,79.08378970427164,21.305477849543646,23,155,1826,5.7397778747681425,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,13,96.21467688937568,25.708032396050186,34,186,1826,6.869044838515118,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,14,66.84118291347207,18.37204462182285,21,126,1826,5.049761372763187,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
3,15,100.42332968236583,26.84261349539768,41,196,1826,7.1748855723296,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,16,29.142935377875137,8.881493576305653,5,61,1826,2.7066912486050994,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
3,17,37.75301204819277,11.014103248773782,10,70,1826,3.213266009604558,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
3,18,96.0909090909091,25.547237033577858,30,176,1826,6.792123482069944,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
3,19,45.85432639649507,13.180833964956966,15,92,1826,3.788832977492888,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,20,54.24370208105148,15.028312140554428,14,112,1826,4.163620054111868,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
3,21,45.95564074479737,13.114989999428563,12,92,1826,3.7428041454211174,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
3,22,91.84556407447974,24.49177048332101,28,183,1826,6.531037480713213,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
3,23,33.38992332968237,9.936907117539716,7,71,1826,2.95724318045479,Normal_approx,20 FT SXL Container,4.933651344797178,2.524617933440752,0.2,50.0,0.95,10.0
3,24,75.1538882803943,20.356248509146813,26,146,1826,5.513711437259621,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,25,91.8395399780942,24.18567429725542,36,181,1826,6.3692266027513265,Normal_approx,19 FT Open 7MT - MCV,17.961898148148148,10.080516945624474,0.2,50.0,0.95,10.0
3,26,54.19496166484118,15.357807235879088,15,105,1826,4.352106466152093,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
3,27,25.09090909090909,8.026835439517933,6,53,1826,2.5678657931308395,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,28,100.1434830230011,26.21979182856215,37,189,1826,6.864924833653267,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,29,79.68181818181819,21.508254374231498,28,153,1826,5.805653244145045,Normal_approx,22 FT Taurus Open 16MT - HCV,10.680205761316872,9.574067570473186,0.2,50.0,0.95,10.0
3,30,45.948521358159915,13.15115831155976,15,85,1826,3.7640594261471905,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
3,31,66.97426067907996,18.42787926986206,21,136,1826,5.0704066150398726,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,32,50.039430449069,14.459185088685278,15,97,1826,4.178065808355908,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
3,33,79.12924424972618,21.167039489347523,26,151,1826,5.6621741429705095,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
3,34,29.092004381161008,8.837979787257979,6,64,1826,2.684926266907958,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,35,74.62322015334064,19.878573519912717,25,143,1826,5.295371660115704,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
3,36,87.75848849945235,23.73348011967117,28,163,1826,6.41850250867005,Normal_approx,19 FT OPEN BODY 8 MT,2.251028757122507,1.5640035530881744,0.2,50.0,0.95,10.0
3,37,33.4408543263965,10.04401579534419,8,68,1826,3.0167367230654842,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
3,38,91.87185104052574,24.760640586834676,28,182,1826,6.673309782339792,Normal_approx,32 FT Multi-Axle MXL 18MT,6.487615878527337,3.6930577510741505,0.2,50.0,0.95,10.0
3,39,50.17305585980285,14.253119136608579,17,104,1826,4.049013990497566,Normal_approx,40 FT 3XL Trailer 35MT,7.473354210273853,7.005713821113785,0.2,50.0,0.95,10.0
3,40,33.56900328587076,10.26535083269662,9,67,1826,3.1391288809191042,Normal_approx,20 FT SXL Container,4.933651344797178,2.524617933440752,0.2,50.0,0.95,10.0
3,41,24.98904709748083,7.956449299005421,5,55,1826,2.533313303252196,Normal_approx,32 FT Multi-Axle MXL 18MT,6.487615878527337,3.6930577510741505,0.2,50.0,0.95,10.0
3,42,41.7973713033954,12.325828264308907,12,87,1826,3.6348229006663546,Normal_approx,32 FT Multi-Axle MXL 18MT,6.487615878527337,3.6930577510741505,0.2,50.0,0.95,10.0
3,43,58.19769989047097,15.954655443569925,18,112,1826,4.3739019033759865,Normal_approx,40 FT Flat Bed Multi-Axle 27MT - Trailer,7.233716255868545,7.373434111835265,0.2,50.0,0.95,10.0
3,44,33.38608981380066,10.173745600877835,6,70,1826,3.1002462441287646,Normal_approx,32 FT Single-Axle 7MT - HCV,6.43402524515763,5.331951270712372,0.2,50.0,0.95,10.0
3,45,91.85104052573932,24.468570648929287,32,169,1826,6.518281623972105,Normal_approx,32 FT Multi-Axle MXL 18MT,6.487615878527337,3.6930577510741505,0.2,50.0,0.95,10.0
3,46,66.74808324205915,18.246863018685044,23,129,1826,4.988128405354109,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
3,47,25.120481927710845,7.956026198015487,5,55,1826,2.5197905456456726,Normal_approx,32 FT Multi-Axle 14MT - HCV,5.695535963687151,4.077062055526572,0.2,50.0,0.95,10.0
