store,item,s,S,x_max_used,iterations,final_diff,converged,violations,n_states
6,5,16,484,755,1028,9.96190136675068e-05,True,0,756
6,6,53,905,1351,1082,9.959060065511949e-05,True,0,1352
6,7,53,906,1353,1082,9.969516435148762e-05,True,0,1354
6,8,71,1048,1548,1095,9.969730433567747e-05,True,0,1549
6,9,47,849,1272,1076,9.985457410266463e-05,True,0,1273
6,10,67,1020,1510,1093,9.929087025284389e-05,True,0,1511
6,11,64,995,1475,1091,9.903139539346739e-05,True,0,1476
6,12,64,993,1473,1090,9.988577346575767e-05,True,0,1474
6,13,78,1104,1625,1100,9.942755707470496e-05,True,0,1626
6,14,53,907,1353,1082,9.971328444180472e-05,True,0,1354
6,15,81,1125,1654,1102,9.915346868183406e-05,True,0,1655
6,16,23,583,897,1044,9.941484910314102e-05,True,0,898
6,17,29,665,1014,1055,9.966849790998822e-05,True,0,1015
6,18,78,1098,1617,1099,9.996463859351934e-05,True,0,1618
6,19,36,739,1118,1064,9.96587218651257e-05,True,0,1119
6,20,43,810,1219,1072,9.977446126185896e-05,True,0,1220
6,21,36,744,1125,1065,9.920267945062733e-05,True,0,1126
6,22,74,1073,1583,1097,9.984704206544848e-05,True,0,1584
6,23,26,624,955,1050,9.900580812427506e-05,True,0,956
6,24,61,969,1440,1088,9.967492803752975e-05,True,0,1441
6,25,74,1076,1587,1098,9.91192735000368e-05,True,0,1588
6,26,43,810,1218,1072,9.974566052051159e-05,True,0,1219
6,27,19,537,830,1037,9.923906992526099e-05,True,0,831
6,28,81,1123,1651,1102,9.900230543280486e-05,True,0,1652
6,29,64,997,1478,1091,9.922623689817556e-05,True,0,1479
6,30,36,741,1122,1064,9.997389804539125e-05,True,0,1123
6,31,53,907,1353,1082,9.972895747978328e-05,True,0,1354
6,32,39,777,1171,1069,9.903874627070763e-05,True,0,1172
6,33,63,991,1470,1090,9.970327107566845e-05,True,0,1471
6,34,23,584,898,1044,9.942841001020497e-05,True,0,899
6,35,60,964,1432,1088,9.916047031310882e-05,True,0,1433
6,36,71,1052,1554,1096,9.909748189329548e-05,True,0,1555
6,37,26,627,959,1050,9.950210335318843e-05,True,0,960
6,38,74,1075,1586,1098,9.907455432767165e-05,True,0,1587
6,39,39,776,1170,1068,9.991693269739699e-05,True,0,1171
6,40,26,623,954,1049,9.980085462757415e-05,True,0,955
6,41,19,533,825,1036,9.965351421215018e-05,True,0,826
6,42,33,705,1070,1060,9.951002328989489e-05,True,0,1071
6,43,46,844,1266,1076,9.933962940067431e-05,True,0,1267
6,44,26,625,957,1050,9.927208367344065e-05,True,0,958
6,45,74,1074,1584,1097,9.995454263389547e-05,True,0,1585
6,46,53,906,1352,1082,9.962799202867245e-05,True,0,1353
6,47,19,535,828,1037,9.913919939208427e-05,True,0,829
6,48,46,844,1266,1076,9.935843854691484e-05,True,0,1267
6,49,26,623,954,1050,9.905008829491635e-05,True,0,955
6,50,61,969,1440,1088,9.968518463665532e-05,True,0,1441
7,1,17,508,788,1032,9.975936819728304e-05,True,0,789
7,2,48,863,1293,1078,9.935598393440159e-05,True,0,1294
7,3,30,672,1023,1056,9.934104861031301e-05,True,0,1024
7,4,17,511,794,1033,9.948741148946283e-05,True,0,795
7,5,14,462,723,1025,9.902074026513219e-05,True,0,724
7,6,49,863,1292,1078,9.931683638342292e-05,True,0,1293
7,7,48,863,1292,1078,9.933975974263376e-05,True,0,1293
7,8,64,1001,1485,1091,9.96515561837441e-05,True,0,1486
7,9,42,807,1214,1072,9.938628414829509e-05,True,0,1215
7,10,61,976,1449,1089,9.929242446560238e-05,True,0,1450
7,11,58,947,1409,1086,9.961360910892836e-05,True,0,1410
7,12,58,949,1411,1086,9.977467982480448e-05,True,0,1412
7,13,71,1049,1550,1095,9.982356425553007e-05,True,0,1551
7,14,49,866,1297,1078,9.971865688385151e-05,True,0,1298
7,15,74,1074,1584,1097,9.99332963829147e-05,True,0,1585
7,16,20,553,853,1039,9.976430442293349e-05,True,0,854
7,17,26,633,968,1051,9.930984913353313e-05,True,0,969
7,18,71,1051,1553,1095,9.99867015707423e-05,True,0,1554
7,19,33,709,1075,1060,9.99578901996756e-05,True,0,1076
7,20,39,774,1168,1068,9.974689317004959e-05,True,0,1169
7,21,33,709,1076,1061,9.909717698519671e-05,True,0,1077
7,22,68,1025,1516,1093,9.969436007395416e-05,True,0,1517
7,23,24,594,911,1045,9.968537108306919e-05,True,0,912
7,24,54,919,1370,1083,9.992145163550958e-05,True,0,1371
7,25,68,1028,1521,1094,9.901243879539834e-05,True,0,1522
7,26,39,772,1164,1068,9.940284218146189e-05,True,0,1165
7,27,17,509,790,1032,9.97851556689966e-05,True,0,791
7,28,74,1074,1584,1097,9.991519971208618e-05,True,0,1585
7,29,58,948,1411,1086,9.973943826935283e-05,True,0,1412
7,30,33,707,1073,1060,9.982489535786954e-05,True,0,1074
7,31,49,867,1297,1078,9.967642387209708e-05,True,0,1298
7,32,36,742,1122,1064,9.995694915687636e-05,True,0,1123
7,33,58,947,1408,1086,9.95555756730937e-05,True,0,1409
7,34,21,557,859,1040,9.935063394550525e-05,True,0,860
7,35,55,922,1375,1084,9.922535622308715e-05,True,0,1376
7,36,65,1000,1482,1091,9.950868081887165e-05,True,0,1483
7,37,23,593,911,1045,9.980345657822909e-05,True,0,912
7,38,67,1022,1513,1093,9.949930358743586e-05,True,0,1514
7,39,36,741,1121,1064,9.989094576212665e-05,True,0,1122
7,40,24,596,915,1046,9.90647616276874e-05,True,0,916
7,41,18,513,797,1033,9.979728207554217e-05,True,0,798
7,42,30,671,1021,1056,9.926962115969218e-05,True,0,1022
7,43,42,801,1206,1071,9.972895020382566e-05,True,0,1207
7,44,24,597,916,1046,9.913102923064798e-05,True,0,917
7,45,68,1024,1515,1093,9.959426859040832e-05,True,0,1516
7,46,49,865,1294,1078,9.945540767830607e-05,True,0,1295
7,47,18,514,797,1033,9.97243174651885e-05,True,0,798
7,48,42,804,1209,1071,9.999136415217436e-05,True,0,1210
7,49,24,596,915,1046,9.90734263837112e-05,True,0,916
7,50,55,920,1371,1083,9.998819649581492e-05,True,0,1372
8,1,32,693,1052,1058,9.988660895032808e-05,True,0,1053
8,2,87,1170,1715,1105,9.969258621822519e-05,True,0,1716
8,3,54,911,1360,1083,9.920906768456916e-05,True,0,1361
8,4,31,692,1051,1058,9.996642012310986e-05,True,0,1052
8,5,26,627,959,1050,9.950075735787323e-05,True,0,960
8,6,88,1173,1718,1105,9.990697515149805e-05,True,0,1719
8,7,87,1170,1716,1105,9.972791895052069e-05,True,0,1717
8,8,117,1358,1969,1119,9.933088097113796e-05,True,0,1970
8,9,77,1093,1610,1099,9.95503177136925e-05,True,0,1611
8,10,110,1321,1920,1116,9.980984964386153e-05,True,0,1921
8,11,105,1287,1873,1114,9.937539675775042e-05,True,0,1874
8,12,105,1288,1875,1114,9.945438091563119e-05,True,0,1876
8,13,128,1429,2064,1123,9.998286623158492e-05,True,0,2065
8,14,87,1169,1714,1105,9.965343735984789e-05,True,0,1715
8,15,134,1460,2106,1125,9.996523078825703e-05,True,0,2107
8,16,37,753,1137,1066,9.919716620743202e-05,True,0,1138
8,17,48,858,1286,1077,9.986997218902616e-05,True,0,1287
8,18,129,1429,2064,1124,9.900287568598287e-05,True,0,2065
8,19,59,958,1424,1087,9.965261961042415e-05,True,0,1425
8,20,70,1044,1543,1095,9.939931169355987e-05,True,0,1544
8,21,60,960,1427,1087,9.985806309487089e-05,True,0,1428
8,22,123,1393,2015,1121,9.960562749711244e-05,True,0,2016
8,23,43,808,1215,1072,9.949186721769365e-05,True,0,1216
8,24,100,1252,1826,1111,9.985541328205727e-05,True,0,1827
8,25,123,1395,2018,1121,9.975166881304176e-05,True,0,2019
8,26,71,1050,1551,1095,9.989698526169377e-05,True,0,1552
8,27,32,693,1053,1059,9.913039298226067e-05,True,0,1054
8,28,134,1459,2104,1125,9.987058899696422e-05,True,0,2105
8,29,105,1285,1870,1114,9.925898439178127e-05,True,0,1871
8,30,59,956,1421,1087,9.943072245732765e-05,True,0,1422
8,31,88,1172,1719,1105,9.990900298362249e-05,True,0,1720
8,32,65,1005,1489,1091,9.991249044105643e-05,True,0,1490
8,33,105,1286,1872,1114,9.930840928973339e-05,True,0,1873
8,34,37,755,1141,1066,9.956357575902075e-05,True,0,1142
8,35,99,1248,1821,1111,9.961835428384802e-05,True,0,1822
8,36,116,1357,1968,1119,9.925414838107827e-05,True,0,1969
8,37,43,809,1216,1072,9.949630248229369e-05,True,0,1217
8,38,123,1393,2015,1121,9.962034710042644e-05,True,0,2016
8,39,65,1002,1485,1091,9.967766345653217e-05,True,0,1486
8,40,42,808,1215,1072,9.951686223530487e-05,True,0,1216
8,41,32,693,1053,1059,9.907392558261563e-05,True,0,1054
8,42,54,912,1361,1083,9.927551616328856e-05,True,0,1362
8,43,76,1091,1608,1099,9.93745265986945e-05,True,0,1609
8,44,43,810,1219,1072,9.978640548524709e-05,True,0,1220
8,45,123,1393,2015,1121,9.961949638181977e-05,True,0,2016
8,46,88,1173,1719,1105,9.992746288389753e-05,True,0,1720
8,47,32,695,1055,1059,9.932222906172683e-05,True,0,1056
8,48,76,1089,1605,1099,9.920478760250262e-05,True,0,1606
8,49,43,809,1216,1072,9.95279029325502e-05,True,0,1217
8,50,99,1249,1823,1111,9.969419215849484e-05,True,0,1824
9,1,27,641,978,1052,9.91517168813516e-05,True,0,979
9,2,75,1080,1592,1098,9.944422072294401e-05,True,0,1593
9,3,46,838,1257,1075,9.970352283517059e-05,True,0,1258
9,4,27,638,974,1051,9.982413752140928e-05,True,0,975
9,5,22,578,889,1043,9.952670347956882e-05,True,0,890
9,6,75,1077,1588,1098,9.916392639297555e-05,True,0,1589
9,7,75,1080,1593,1098,9.946598822807573e-05,True,0,1594
9,8,100,1253,1826,1111,9.991138472287275e-05,True,0,1827
9,9,65,1006,1490,1092,9.900107556859439e-05,True,0,1491
9,10,94,1217,1779,1109,9.929603288583166e-05,True,0,1780
9,11,89,1183,1733,1106,9.969700306555751e-05,True,0,1734
9,12,90,1185,1736,1106,9.98805686549531e-05,True,0,1737
9,13,109,1311,1906,1116,9.908699303196045e-05,True,0,1907
9,14,75,1077,1588,1098,9.919380772771547e-05,True,0,1589
9,15,115,1347,1955,1118,9.95946868442843e-05,True,0,1956
9,16,32,693,1052,1058,9.999931461379674e-05,True,0,1053
9,17,41,793,1194,1070,9.979930302961293e-05,True,0,1195
9,18,110,1312,1907,1116,9.91761720570139e-05,True,0,1908
9,19,51,884,1322,1080,9.949108300588705e-05,True,0,1323
9,20,60,963,1432,1088,9.913199880884349e-05,True,0,1433
9,21,51,884,1322,1080,9.947198373083666e-05,True,0,1323
9,22,104,1282,1866,1114,9.901511577936617e-05,True,0,1867
9,23,36,744,1126,1065,9.927460206426986e-05,True,0,1127
9,24,84,1150,1688,1104,9.915431553508824e-05,True,0,1689
9,25,105,1284,1869,1114,9.91895399238274e-05,True,0,1870
9,26,60,965,1434,1088,9.931430815868225e-05,True,0,1435
9,27,27,641,979,1052,9.933218882451911e-05,True,0,980
9,28,115,1345,1951,1118,9.944854718924034e-05,True,0,1952
9,29,90,1184,1733,1106,9.975572970688518e-05,True,0,1734
9,30,51,884,1321,1080,9.9435099002676e-05,True,0,1322
9,31,74,1078,1590,1098,9.92934570831494e-05,True,0,1591
9,32,56,926,1380,1084,9.959601163700427e-05,True,0,1381
9,33,89,1183,1733,1106,9.971710505851661e-05,True,0,1734
